CustomerID,VehicleID,VehicleModel,VehicleYOM,VehicleMake
Cust14393,Vehicle10636,Fusion,2011,BMW
Cust14394,Vehicle28143,Passat,1996,Volkswagen
Cust14397,Vehicle19683,A5,2000,Chevrolet
Cust14398,Vehicle10554,Maxima,1999,Nissan
Cust14399,Vehicle19657,Corolla,1999,Nissan
Cust1440,Vehicle8242,Pathfinder,2010,Nissan
Cust14400,Vehicle22369,X6,2015,BMW
Cust14401,Vehicle28263,E400,2005,Mercedes
Cust14402,Vehicle35055,A5,1999,Chevrolet
Cust14404,Vehicle25722,F150,1996,Ford
Cust14405,Vehicle27540,Maxima,2000,Nissan
Cust14408,Vehicle33188,Silverado,2012,BMW
Cust14409,Vehicle3490,RAM,2000,Dodge
Cust1441,Vehicle6816,Neon,2006,Dodge
Cust14410,Vehicle28134,Grand Cherokee,1999,BMW
Cust14411,Vehicle36529,F150,2004,Ford
Cust14412,Vehicle19009,Maxima,1998,Saab
Cust14413,Vehicle6819,Silverado,2003,Chevrolet
Cust14414,Vehicle36629,Civic,2008,Accura
Cust14415,Vehicle3080,Impreza,1999,Mercedes
Cust14416,Vehicle1964,Wrangler,1995,Jeep
Cust14417,Vehicle17487,X6,2007,Dodge
Cust14419,Vehicle14616,Camry,2007,Toyota
Cust14421,Vehicle31945,Highlander,2011,Toyota
Cust14422,Vehicle16136,Forrestor,2006,Suburu
Cust14423,Vehicle10876,RAM,2003,Audi
Cust14424,Vehicle26646,A5,1997,Audi
Cust14427,Vehicle20276,Grand Cherokee,2001,Honda
Cust14428,Vehicle16568,Passat,1996,Volkswagen
Cust14429,Vehicle34123,Tahoe,2008,Chevrolet
Cust14430,Vehicle37901,Civic,2011,Suburu
Cust14431,Vehicle31383,Ultima,2006,BMW
Cust14432,Vehicle7460,M5,2014,Toyota
Cust14433,Vehicle21186,Grand Cherokee,2012,Jeep
Cust14435,Vehicle27437,Maxima,2012,Dodge
Cust14436,Vehicle32577,RSX,2012,Mercedes
Cust14437,Vehicle17553,E400,2011,Accura
Cust14438,Vehicle4566,Impreza,2014,Nissan
Cust14439,Vehicle34195,Pathfinder,2012,Nissan
Cust1444,Vehicle29535,Grand Cherokee,2002,Jeep
Cust14440,Vehicle22652,A5,2011,Audi
Cust14441,Vehicle21971,Tahoe,2013,Chevrolet
Cust14442,Vehicle20078,Camry,2011,Toyota
Cust14443,Vehicle7146,Camry,2011,Toyota
Cust14444,Vehicle25484,92x,1996,Chevrolet
Cust14445,Vehicle1724,Tahoe,1995,Chevrolet
Cust14448,Vehicle33780,Pathfinder,2010,Nissan
Cust14449,Vehicle24598,A3,2007,Nissan
Cust1445,Vehicle19790,Neon,2014,Dodge
Cust14450,Vehicle8853,95,2001,Saab
Cust14451,Vehicle29562,95,2003,Chevrolet
Cust14452,Vehicle34479,TL,2010,Toyota
Cust14453,Vehicle29774,Highlander,2009,Toyota
Cust14454,Vehicle39136,Maxima,2012,Volkswagen
Cust14455,Vehicle17642,Jetta,2013,Volkswagen
Cust14457,Vehicle23618,Malibu,2012,Chevrolet
Cust14458,Vehicle11002,3 Series,2015,BMW
Cust14459,Vehicle9597,TL,2014,BMW
Cust1446,Vehicle36307,Silverado,1999,Chevrolet
Cust14460,Vehicle27685,Pathfinder,2014,Nissan
Cust14461,Vehicle5504,Pathfinder,2014,Honda
Cust14462,Vehicle8259,Impreza,2012,Suburu
Cust14463,Vehicle37929,Impreza,2011,Ford
Cust14464,Vehicle1707,MDX,1999,Accura
Cust14465,Vehicle27344,RSX,1998,Accura
Cust14469,Vehicle25688,Wrangler,2006,Jeep
Cust1447,Vehicle25682,Wrangler,2005,Jeep
Cust14471,Vehicle24068,Neon,2009,Saab
Cust14474,Vehicle25550,Corolla,2003,Nissan
Cust14475,Vehicle10429,Corolla,2002,Nissan
Cust14476,Vehicle21491,3 Series,2011,BMW
Cust14477,Vehicle17415,3 Series,2011,BMW
Cust1448,Vehicle3064,Malibu,2009,Chevrolet
Cust14480,Vehicle10488,95,2003,Audi
Cust14481,Vehicle23974,95,2000,Saab
Cust14482,Vehicle9336,Legacy,2000,Suburu
Cust14483,Vehicle25981,Impreza,2000,Suburu
Cust14485,Vehicle38968,Corolla,2008,Toyota
Cust14486,Vehicle32561,Forrestor,2010,BMW
Cust14487,Vehicle5395,M5,2010,BMW
Cust14488,Vehicle19156,95,2010,Dodge
Cust14489,Vehicle8231,95,2013,Saab
Cust1449,Vehicle39473,Neon,2013,Dodge
Cust14490,Vehicle37003,E400,2003,Saab
Cust14491,Vehicle1659,E400,2003,Saab
Cust14492,Vehicle7893,Highlander,2012,Audi
Cust14493,Vehicle34802,A3,2010,Toyota
Cust14494,Vehicle18545,MDX,2002,Accura
Cust14495,Vehicle2247,MDX,2001,Accura
Cust14496,Vehicle16249,Tahoe,2009,Honda
Cust14497,Vehicle18977,Civic,2003,Honda
Cust14498,Vehicle36595,Passat,1996,Toyota
Cust14499,Vehicle38773,Highlander,1998,Volkswagen
Cust1450,Vehicle5548,X6,2007,BMW
Cust14500,Vehicle6952,C300,2000,BMW
Cust14501,Vehicle25784,3 Series,1996,BMW
Cust14502,Vehicle7350,Pathfinder,1995,Chevrolet
Cust14503,Vehicle21365,Pathfinder,1998,Nissan
Cust14504,Vehicle14314,M5,2010,Toyota
Cust14505,Vehicle17107,Camry,2010,Toyota
Cust14506,Vehicle4578,Pathfinder,2001,Nissan
Cust14508,Vehicle25302,Pathfinder,1999,Nissan
Cust14509,Vehicle3212,Pathfinder,1999,Nissan
Cust1451,Vehicle4647,Camry,2012,Toyota
Cust14511,Vehicle13810,F150,2009,Ford
Cust14512,Vehicle10984,Forrestor,2001,Suburu
Cust14513,Vehicle11778,Silverado,2000,Chevrolet
Cust14514,Vehicle38105,CRV,2012,Honda
Cust14515,Vehicle29524,Grand Cherokee,2013,Honda
Cust14516,Vehicle37664,CRV,2012,Chevrolet
Cust14517,Vehicle31551,Silverado,2013,Chevrolet
Cust14518,Vehicle5681,92x,2007,Saab
Cust14519,Vehicle13079,92x,2007,Saab
Cust14520,Vehicle5111,Wrangler,2001,Ford
Cust14521,Vehicle24994,Escape,2000,Ford
Cust14523,Vehicle22471,Accord,2006,Honda
Cust14525,Vehicle29975,M5,2012,BMW
Cust14526,Vehicle28597,X6,1996,Dodge
Cust14527,Vehicle5828,Neon,1997,BMW
Cust14528,Vehicle10811,Maxima,1997,Audi
Cust1453,Vehicle38158,A3,1997,Audi
Cust14531,Vehicle9549,F150,2008,Ford
Cust14533,Vehicle13524,Jetta,1999,Volkswagen
Cust14534,Vehicle16032,TL,2003,Mercedes
Cust14535,Vehicle25010,C300,2003,Mercedes
Cust14536,Vehicle20062,93,2006,Saab
Cust14540,Vehicle9182,Malibu,2001,Chevrolet
Cust14543,Vehicle4309,Civic,2005,Honda
Cust14545,Vehicle2799,95,2003,Saab
Cust14546,Vehicle22487,Tahoe,2006,Accura
Cust14549,Vehicle11611,RAM,2000,Dodge
Cust1455,Vehicle36417,Malibu,2011,Chevrolet
Cust14550,Vehicle9954,E400,1997,Nissan
Cust14552,Vehicle21519,Jetta,2005,Volkswagen
Cust14553,Vehicle7002,Jetta,2004,Volkswagen
Cust14554,Vehicle4303,Legacy,2009,Suburu
Cust14555,Vehicle13552,Legacy,2008,Suburu
Cust14556,Vehicle12238,Wrangler,2010,Ford
Cust14558,Vehicle24589,Impreza,2015,Suburu
Cust1456,Vehicle21900,Escape,2007,Ford
Cust14561,Vehicle25274,Malibu,2012,Dodge
Cust14562,Vehicle4431,93,1997,Saab
Cust14563,Vehicle37538,93,1997,Saab
Cust14564,Vehicle34482,Tahoe,2009,Chevrolet
Cust14566,Vehicle15377,Jetta,2009,Ford
Cust14567,Vehicle9821,Jetta,2010,Ford
Cust14568,Vehicle23199,ML350,2004,Mercedes
Cust14569,Vehicle12256,ML350,2005,Volkswagen
Cust1457,Vehicle12775,Neon,2003,Dodge
Cust14571,Vehicle20973,Passat,1996,Toyota
Cust14572,Vehicle3565,Civic,1999,Saab
Cust14573,Vehicle39423,Civic,1999,Saab
Cust14576,Vehicle7318,F150,2006,Ford
Cust14579,Vehicle35720,Malibu,2004,Chevrolet
Cust1458,Vehicle30813,Passat,2011,Volkswagen
Cust14580,Vehicle34335,Grand Cherokee,2013,Jeep
Cust14581,Vehicle34673,Grand Cherokee,2013,Jeep
Cust14582,Vehicle37845,Corolla,2007,Toyota
Cust14583,Vehicle21305,Highlander,2008,Toyota
Cust14584,Vehicle2986,Neon,2011,Dodge
Cust14585,Vehicle26047,Malibu,2007,Chevrolet
Cust14586,Vehicle26170,Corolla,2004,Toyota
Cust14587,Vehicle18068,Corolla,2004,Toyota
Cust14588,Vehicle19615,Passat,1998,Volkswagen
Cust1459,Vehicle36176,Wrangler,1997,Jeep
Cust14590,Vehicle1542,Jetta,2007,Volkswagen
Cust14592,Vehicle32901,X5,2001,BMW
Cust14593,Vehicle14779,X5,1999,BMW
Cust14594,Vehicle17880,X6,2006,Saab
Cust14595,Vehicle26096,93,2006,BMW
Cust14596,Vehicle30331,Accord,2006,Honda
Cust14597,Vehicle36586,Accord,2004,Honda
Cust14599,Vehicle24111,Camry,2002,Suburu
Cust14600,Vehicle39202,Fusion,2015,Dodge
Cust14602,Vehicle27835,3 Series,2000,Ford
Cust14603,Vehicle5292,3 Series,2007,Ford
Cust14604,Vehicle12137,Passat,1999,Chevrolet
Cust14606,Vehicle10587,Passat,1995,Volkswagen
Cust14607,Vehicle21983,Passat,1995,Volkswagen
Cust14608,Vehicle2416,Escape,2010,BMW
Cust14610,Vehicle21512,Escape,2012,Chevrolet
Cust14611,Vehicle14558,Silverado,2008,Ford
Cust14612,Vehicle20646,RAM,1998,Dodge
Cust14613,Vehicle30207,RAM,2000,Dodge
Cust14614,Vehicle8039,X5,2000,BMW
Cust14615,Vehicle20471,X5,1999,BMW
Cust14616,Vehicle27184,Jetta,2002,Ford
Cust14617,Vehicle24405,Jetta,2003,Volkswagen
Cust14618,Vehicle4515,RAM,2009,Dodge
Cust14619,Vehicle17432,Tahoe,2007,Chevrolet
Cust1462,Vehicle9456,Accord,2001,Honda
Cust14620,Vehicle10884,Pathfinder,2012,Volkswagen
Cust14621,Vehicle11933,Pathfinder,2012,Volkswagen
Cust14623,Vehicle23543,Corolla,2011,Toyota
Cust14625,Vehicle27929,3 Series,2004,BMW
Cust14626,Vehicle38403,Escape,2015,Nissan
Cust14627,Vehicle20628,Escape,2015,Nissan
Cust14628,Vehicle28783,X5,2013,BMW
Cust14629,Vehicle12541,Wrangler,2011,Jeep
Cust1463,Vehicle5946,Impreza,2013,Suburu
Cust14631,Vehicle8596,M5,1998,Toyota
Cust14633,Vehicle36540,X5,1995,BMW
Cust14635,Vehicle4193,RAM,2005,Dodge
Cust14637,Vehicle33843,Forrestor,2001,Jeep
Cust14638,Vehicle12921,Pathfinder,2013,Nissan
Cust14639,Vehicle33479,Silverado,2013,Chevrolet
Cust14640,Vehicle14400,MDX,2011,Dodge
Cust14641,Vehicle10964,MDX,2011,Dodge
Cust14642,Vehicle13199,Pathfinder,2015,Nissan
Cust14643,Vehicle3652,92x,2014,Nissan
Cust14645,Vehicle28961,TL,2014,Audi
Cust14646,Vehicle31008,C300,2012,Suburu
Cust14647,Vehicle16281,C300,2011,Mercedes
Cust14648,Vehicle9155,Maxima,2002,Nissan
Cust14649,Vehicle3193,Maxima,2003,Nissan
Cust1465,Vehicle7601,Ultima,2006,Nissan
Cust14651,Vehicle38236,Maxima,2004,Nissan
Cust14653,Vehicle22183,92x,2008,Jeep
Cust14654,Vehicle4957,Legacy,2013,Nissan
Cust14655,Vehicle38366,Legacy,2012,Nissan
Cust14656,Vehicle33672,Highlander,2006,Honda
Cust14657,Vehicle15741,Highlander,1999,Honda
Cust14658,Vehicle39024,Wrangler,2010,Mercedes
Cust14659,Vehicle2276,E400,2011,Mercedes
Cust1466,Vehicle26331,M5,1998,BMW
Cust14660,Vehicle36988,E400,2002,Chevrolet
Cust14661,Vehicle1476,E400,2001,Mercedes
Cust14663,Vehicle37518,Passat,1999,Nissan
Cust14664,Vehicle34733,E400,2008,Chevrolet
Cust14665,Vehicle15261,Malibu,2009,Chevrolet
Cust14666,Vehicle2934,Legacy,2010,Suburu
Cust14667,Vehicle8337,Legacy,2012,Suburu
Cust1467,Vehicle36908,Tahoe,2007,Chevrolet
Cust14671,Vehicle6564,Highlander,2011,Toyota
Cust14673,Vehicle38072,MDX,2012,Accura
Cust14674,Vehicle19919,Wrangler,1999,Jeep
Cust14675,Vehicle4889,Wrangler,2006,Jeep
Cust14676,Vehicle25472,Neon,2002,Dodge
Cust14677,Vehicle18730,RAM,2010,Dodge
Cust14678,Vehicle7547,Jetta,2014,Volkswagen
Cust14679,Vehicle26892,Jetta,2012,Volkswagen
Cust1468,Vehicle17334,Passat,2007,Volkswagen
Cust14680,Vehicle22983,Civic,2003,Honda
Cust14681,Vehicle31391,Civic,2004,Ford
Cust14682,Vehicle28898,Wrangler,2001,Jeep
Cust14683,Vehicle4251,Wrangler,2005,Jeep
Cust14685,Vehicle22510,Civic,2001,Suburu
Cust14686,Vehicle32550,MDX,2003,Accura
Cust14688,Vehicle21794,Malibu,1998,Dodge
Cust14689,Vehicle14805,RAM,1998,Chevrolet
Cust14690,Vehicle16009,Maxima,2005,Nissan
Cust14691,Vehicle38161,Silverado,2002,Nissan
Cust14692,Vehicle31953,Jetta,2007,Volkswagen
Cust14693,Vehicle13265,A3,2006,Volkswagen
Cust14694,Vehicle3541,Neon,1997,Saab
Cust14695,Vehicle35528,92x,1999,Saab
Cust14696,Vehicle9425,ML350,2004,Mercedes
Cust14697,Vehicle13124,ML350,2007,Mercedes
Cust14699,Vehicle18108,C300,2012,Mercedes
Cust1470,Vehicle3623,Jetta,1996,Volkswagen
Cust14700,Vehicle12944,A3,2005,Honda
Cust14701,Vehicle9319,Accord,2008,Honda
Cust14702,Vehicle14618,Tahoe,2010,Chevrolet
Cust14703,Vehicle18561,Tahoe,2009,BMW
Cust14704,Vehicle2370,F150,2007,Honda
Cust14706,Vehicle38455,Passat,2006,Volkswagen
Cust14707,Vehicle13531,Passat,2005,Ford
Cust14708,Vehicle28446,Maxima,2001,Nissan
Cust14709,Vehicle7165,TL,2001,Accura
Cust14710,Vehicle8689,C300,2010,Chevrolet
Cust14712,Vehicle31448,MDX,2014,Accura
Cust14713,Vehicle12923,Maxima,2014,Accura
Cust14714,Vehicle9612,Ultima,2000,Chevrolet
Cust14715,Vehicle25651,Ultima,2001,Chevrolet
Cust14716,Vehicle5605,M5,2002,Saab
Cust14717,Vehicle4393,M5,2004,BMW
Cust14719,Vehicle25642,92x,2008,Saab
Cust1472,Vehicle21770,Neon,2003,Dodge
Cust14720,Vehicle8284,Civic,2010,Honda
Cust14721,Vehicle19679,Silverado,2013,Honda
Cust14723,Vehicle23498,Maxima,1998,Nissan
Cust14724,Vehicle12890,3 Series,2011,BMW
Cust14725,Vehicle2268,3 Series,2010,BMW
Cust14726,Vehicle3407,Civic,2001,Honda
Cust14727,Vehicle18227,Civic,2000,Honda
Cust14728,Vehicle11859,MDX,2012,Chevrolet
Cust14729,Vehicle4336,MDX,2014,Accura
Cust14733,Vehicle15254,Fusion,1995,Ford
Cust14734,Vehicle39137,M5,2011,Toyota
Cust14735,Vehicle32260,Camry,2011,Toyota
Cust14736,Vehicle8848,A3,2004,Audi
Cust14737,Vehicle26781,Wrangler,2003,Audi
Cust1474,Vehicle24278,Maxima,2001,Nissan
Cust14740,Vehicle27702,Pathfinder,2003,Suburu
Cust14741,Vehicle8524,Pathfinder,2005,Nissan
Cust14742,Vehicle36545,Corolla,2015,Jeep
Cust14743,Vehicle4430,Wrangler,2015,Toyota
Cust14747,Vehicle12201,Passat,2012,Volkswagen
Cust14748,Vehicle14859,A5,2006,Nissan
Cust14750,Vehicle2147,X5,2008,BMW
Cust14751,Vehicle7499,X5,2006,Jeep
Cust14752,Vehicle9847,Legacy,1999,BMW
Cust14753,Vehicle28415,Legacy,1999,BMW
Cust14754,Vehicle19429,Civic,2013,Honda
Cust14755,Vehicle31614,Grand Cherokee,2012,Honda
Cust14758,Vehicle2284,E400,1995,Mercedes
Cust14759,Vehicle22642,Legacy,1995,Mercedes
Cust14760,Vehicle35594,Pathfinder,2006,Accura
Cust14761,Vehicle11230,MDX,2007,Nissan
Cust14762,Vehicle33375,Wrangler,2001,Jeep
Cust14763,Vehicle18972,A5,2001,Audi
Cust14764,Vehicle24741,RSX,2007,Accura
Cust14765,Vehicle14215,E400,2003,Accura
Cust14766,Vehicle7104,93,2015,Saab
Cust14767,Vehicle30340,93,2014,Mercedes
Cust14768,Vehicle14635,RSX,2004,Accura
Cust14769,Vehicle30897,RSX,2002,Accura
Cust1477,Vehicle8266,92x,1998,Saab
Cust14770,Vehicle19557,CRV,2005,Honda
Cust14771,Vehicle14979,Neon,2005,Honda
Cust14772,Vehicle21321,Wrangler,2005,Jeep
Cust14773,Vehicle34080,Passat,2005,Jeep
Cust14774,Vehicle2657,CRV,2011,Toyota
Cust14775,Vehicle37672,Highlander,2009,Toyota
Cust14776,Vehicle19913,E400,2000,Nissan
Cust14777,Vehicle30349,Pathfinder,2000,Mercedes
Cust14778,Vehicle18056,Ultima,2010,Nissan
Cust14779,Vehicle17717,Ultima,2014,Nissan
Cust1478,Vehicle17132,95,1996,Saab
Cust14781,Vehicle24039,Legacy,2000,Suburu
Cust14783,Vehicle31214,92x,2009,Saab
Cust14784,Vehicle13432,Legacy,1999,Suburu
Cust14785,Vehicle32350,Legacy,1999,Suburu
Cust14786,Vehicle7622,92x,2015,Saab
Cust14787,Vehicle11260,92x,2014,Nissan
Cust14788,Vehicle21042,Ultima,2000,Honda
Cust14789,Vehicle9411,Ultima,2000,Nissan
Cust1479,Vehicle18595,C300,2001,Mercedes
Cust14790,Vehicle22552,Jetta,2010,Volkswagen
Cust14794,Vehicle6836,Silverado,2005,Chevrolet
Cust14795,Vehicle14496,Silverado,2008,Chevrolet
Cust14796,Vehicle32147,E400,2014,Mercedes
Cust14798,Vehicle11145,Camry,2001,Toyota
Cust1480,Vehicle25193,ML350,1999,Mercedes
Cust14802,Vehicle13299,RAM,1996,Dodge
Cust14803,Vehicle17518,Forrestor,1997,Dodge
Cust14805,Vehicle34510,TL,2005,Accura
Cust14808,Vehicle31700,CRV,2014,Honda
Cust14810,Vehicle21370,Ultima,2000,Dodge
Cust14811,Vehicle7142,RAM,2000,Dodge
Cust14814,Vehicle26955,F150,2002,Audi
Cust14815,Vehicle36640,F150,2001,Ford
Cust14816,Vehicle23838,Pathfinder,2013,BMW
Cust14817,Vehicle28930,Pathfinder,2009,BMW
Cust14818,Vehicle5248,Pathfinder,1999,Volkswagen
Cust1482,Vehicle34846,MDX,2006,Accura
Cust14820,Vehicle12484,Tahoe,2007,Accura
Cust14821,Vehicle25823,Tahoe,2005,Accura
Cust14823,Vehicle11534,Ultima,2006,Toyota
Cust14825,Vehicle34609,A3,2008,BMW
Cust14826,Vehicle4329,Wrangler,2004,Jeep
Cust14828,Vehicle27234,Fusion,1999,Nissan
Cust14829,Vehicle14772,Fusion,1998,Ford
Cust1483,Vehicle35656,Passat,2004,Volkswagen
Cust14830,Vehicle14683,Wrangler,2008,Jeep
Cust14831,Vehicle18956,Wrangler,2007,Jeep
Cust14832,Vehicle6053,Malibu,2013,Saab
Cust14835,Vehicle7680,X6,1999,Suburu
Cust14836,Vehicle32920,Wrangler,2011,Nissan
Cust14837,Vehicle28575,Wrangler,2010,Jeep
Cust14838,Vehicle36272,F150,2002,Ford
Cust14839,Vehicle9434,F150,2002,Jeep
Cust1484,Vehicle31754,3 Series,2013,BMW
Cust14840,Vehicle26718,Malibu,2010,Chevrolet
Cust14842,Vehicle4783,ML350,2008,Accura
Cust14845,Vehicle14328,Forrestor,1998,BMW
Cust14846,Vehicle29490,Camry,1999,Jeep
Cust14847,Vehicle32614,Grand Cherokee,2001,Toyota
Cust14848,Vehicle21750,Wrangler,2010,Jeep
Cust14849,Vehicle19850,Wrangler,2008,BMW
Cust1485,Vehicle30852,Wrangler,2009,Jeep
Cust14852,Vehicle3197,X5,2009,Chevrolet
Cust14853,Vehicle39218,Tahoe,2007,BMW
Cust14854,Vehicle16755,RSX,2000,Mercedes
Cust14855,Vehicle18740,RSX,1999,Mercedes
Cust14857,Vehicle14612,ML350,2008,Accura
Cust14858,Vehicle11050,RAM,2011,Audi
Cust14859,Vehicle8006,A3,2010,Dodge
Cust14860,Vehicle36252,MDX,2004,Dodge
Cust14861,Vehicle11290,MDX,2004,Accura
Cust14862,Vehicle9634,Pathfinder,2007,Nissan
Cust14863,Vehicle12766,Pathfinder,2007,Nissan
Cust14866,Vehicle16691,Malibu,2000,Audi
Cust14868,Vehicle13119,Camry,2001,Honda
Cust1487,Vehicle11900,Malibu,2003,Chevrolet
Cust14870,Vehicle18994,Wrangler,2010,BMW
Cust14871,Vehicle5607,X5,2010,Jeep
Cust14872,Vehicle29422,93,2001,Ford
Cust14873,Vehicle15911,F150,2002,Saab
Cust14874,Vehicle3515,TL,2002,Dodge
Cust14875,Vehicle15681,TL,2001,Dodge
Cust14876,Vehicle11320,Legacy,1999,BMW
Cust14878,Vehicle14130,3 Series,2011,BMW
Cust14879,Vehicle2435,3 Series,2011,Saab
Cust1488,Vehicle3442,RAM,2012,Dodge
Cust14881,Vehicle20041,Neon,2011,Dodge
Cust14882,Vehicle21317,Corolla,2012,Honda
Cust14883,Vehicle5977,Civic,2009,Honda
Cust14884,Vehicle25349,RAM,2005,BMW
Cust14886,Vehicle16276,Passat,2002,Volkswagen
Cust14887,Vehicle13110,Passat,1999,Nissan
Cust14888,Vehicle10226,X5,2007,Chevrolet
Cust14889,Vehicle9791,Malibu,2008,BMW
Cust1489,Vehicle17620,ML350,2013,Mercedes
Cust14891,Vehicle15788,Passat,1999,Accura
Cust14892,Vehicle31174,Pathfinder,2008,Toyota
Cust14893,Vehicle22854,Pathfinder,2009,Nissan
Cust14894,Vehicle11299,Corolla,2003,Toyota
Cust14896,Vehicle5359,RAM,2010,Dodge
Cust14899,Vehicle39001,92x,2011,Saab
Cust1490,Vehicle33795,Neon,2005,Dodge
Cust14900,Vehicle2317,A3,2012,Audi
Cust14901,Vehicle29621,Wrangler,2013,Jeep
Cust14902,Vehicle3781,Pathfinder,2009,Nissan
Cust14904,Vehicle31471,Wrangler,2008,Jeep
Cust14905,Vehicle20168,Wrangler,2003,Jeep
Cust14906,Vehicle29399,Tahoe,2007,Chevrolet
Cust14907,Vehicle31907,Tahoe,2008,Volkswagen
Cust14908,Vehicle23763,Wrangler,2004,Toyota
Cust14909,Vehicle33725,Camry,2001,Toyota
Cust14910,Vehicle39849,Ultima,2009,Nissan
Cust14912,Vehicle19993,A3,1996,Audi
Cust14913,Vehicle14816,Legacy,1996,Suburu
Cust14914,Vehicle3959,Escape,2004,Ford
Cust14915,Vehicle37876,Maxima,2010,Nissan
Cust14916,Vehicle2885,A5,2002,Audi
Cust14919,Vehicle37707,Silverado,2007,Dodge
Cust1492,Vehicle6632,Grand Cherokee,2007,Jeep
Cust14920,Vehicle28583,Escape,2004,Ford
Cust14921,Vehicle28071,RAM,2001,Dodge
Cust14922,Vehicle21242,TL,2014,Saab
Cust14923,Vehicle19968,TL,2000,Accura
Cust14924,Vehicle6964,Forrestor,1998,Ford
Cust14926,Vehicle27696,TL,2001,BMW
Cust14928,Vehicle26421,Tahoe,2011,Ford
Cust14929,Vehicle38338,Fusion,2011,Ford
Cust1493,Vehicle9340,95,2007,Saab
Cust14930,Vehicle6503,Legacy,2002,Suburu
Cust14931,Vehicle18386,Legacy,2002,Suburu
Cust14932,Vehicle7504,Forrestor,2002,Mercedes
Cust14934,Vehicle2260,E400,2004,Chevrolet
Cust14935,Vehicle32031,Silverado,1998,Mercedes
Cust14936,Vehicle2137,A5,2008,Audi
Cust14937,Vehicle25152,F150,2008,Audi
Cust14939,Vehicle9226,Tahoe,2012,Chevrolet
Cust14940,Vehicle17999,X5,2011,BMW
Cust14943,Vehicle23907,Forrestor,2004,Saab
Cust14944,Vehicle29505,Wrangler,1998,Jeep
Cust14945,Vehicle13674,Passat,1999,Volkswagen
Cust14947,Vehicle15216,Ultima,1998,Nissan
Cust14948,Vehicle11779,Fusion,1998,Nissan
Cust14949,Vehicle17314,Fusion,1997,Nissan
Cust1495,Vehicle33628,RAM,2014,Dodge
Cust14950,Vehicle13530,X5,2010,Suburu
Cust14951,Vehicle26280,Impreza,2010,BMW
Cust14953,Vehicle15561,TL,2005,Saab
Cust14957,Vehicle28943,Passat,2010,Volkswagen
Cust14958,Vehicle6445,Highlander,1998,Toyota
Cust14959,Vehicle36859,Camry,1997,Toyota
Cust1496,Vehicle21463,Tahoe,2013,Chevrolet
Cust14960,Vehicle9243,RAM,2003,Dodge
Cust14961,Vehicle17263,3 Series,2004,BMW
Cust14962,Vehicle18020,93,1995,Nissan
Cust14963,Vehicle37192,93,1995,Nissan
Cust14965,Vehicle17669,Accord,2011,Jeep
Cust14966,Vehicle26934,Forrestor,2003,Suburu
Cust14967,Vehicle21680,Forrestor,2007,Suburu
Cust14969,Vehicle9275,Forrestor,2011,Suburu
Cust1497,Vehicle28056,MDX,1999,Accura
Cust14971,Vehicle26598,Jetta,2011,Volkswagen
Cust14972,Vehicle20128,A3,2014,Dodge
Cust14973,Vehicle4369,Neon,2014,Audi
Cust14974,Vehicle11529,Maxima,2010,Nissan
Cust14975,Vehicle39718,Maxima,2011,Nissan
Cust14976,Vehicle7031,A3,2006,Volkswagen
Cust14977,Vehicle22496,Jetta,2006,Audi
Cust14978,Vehicle23718,Ultima,2012,Audi
Cust14980,Vehicle8383,Malibu,2012,Chevrolet
Cust14981,Vehicle35356,Legacy,2010,Chevrolet
Cust14982,Vehicle4730,A5,2012,Honda
Cust14983,Vehicle18299,CRV,2013,Audi
Cust14984,Vehicle3644,A5,2008,Ford
Cust14985,Vehicle1455,F150,2007,Audi
Cust14986,Vehicle31259,MDX,2011,Accura
Cust14987,Vehicle5788,E400,2011,Mercedes
Cust14988,Vehicle20587,Accord,2003,Honda
Cust14989,Vehicle31136,Accord,2003,Saab
Cust1499,Vehicle1684,ML350,1997,Mercedes
Cust14990,Vehicle25525,Ultima,1999,Nissan
Cust14992,Vehicle28360,Malibu,2010,Suburu
Cust14993,Vehicle11218,Malibu,2010,Chevrolet
Cust14994,Vehicle29287,92x,2009,Saab
Cust14995,Vehicle22120,92x,2006,Suburu
Cust14996,Vehicle27975,Highlander,2013,Honda
Cust14998,Vehicle15238,95,2005,Saab
Cust14999,Vehicle21154,Wrangler,2004,Jeep
Cust15000,Vehicle31171,Jetta,2005,Volkswagen
Cust15002,Vehicle12108,MDX,2011,Accura
Cust15003,Vehicle16044,M5,2011,Accura
Cust15004,Vehicle20919,Impreza,2012,Suburu
Cust15005,Vehicle3749,Impreza,2012,Ford
Cust15006,Vehicle32964,Grand Cherokee,2001,Suburu
Cust15007,Vehicle10698,Forrestor,2000,Jeep
Cust15008,Vehicle23401,95,2005,Saab
Cust15009,Vehicle36079,Ultima,2009,Saab
Cust1501,Vehicle15765,CRV,2003,Honda
Cust15010,Vehicle17592,Malibu,2002,Suburu
Cust15011,Vehicle14382,Malibu,2000,Chevrolet
Cust15012,Vehicle31566,A5,2012,Audi
Cust15013,Vehicle8617,Wrangler,2004,Audi
Cust15014,Vehicle13351,X5,2011,Ford
Cust15015,Vehicle29768,X5,2010,Ford
Cust15016,Vehicle4085,A5,2004,Jeep
Cust15017,Vehicle19308,A5,2006,Jeep
Cust15019,Vehicle30458,Neon,1999,Dodge
Cust1502,Vehicle13885,ML350,2015,Mercedes
Cust15021,Vehicle18797,Corolla,2001,Toyota
